CpG Probe ID 	Chr	Start	Cerebellum Average	Brain Average	Average of all tissues (not brain) 	Prefrontal Cortex Average	Leukocyte Average 
cg21208996	14	96845155	0.3051	0.8193925	0.891273239	0.88208	0.9518625
cg21209356	22	37319042	0.276416667	0.67121	0.832909859	0.72224	0.9331375
cg21210523	19	13940715	0.405483333	0.775215	0.848321127	0.81982	0.906075
cg21211187	13	114318347	0.47135	0.438895	0.840243662	0.50684	0.9437
cg21214508	17	44248233	0.388383333	0.72846	0.884105634	0.79682	0.937975
cg21216015	1	26230906	0.322766667	0.449085	0.861812676	0.51842	0.94305
cg21233879	17	1824602	0.151283333	0.47022	0.877016901	0.4291	0.9643
cg21234779	8	145057141	0.3509	0.6869525	0.863874648	0.7065	0.9610625
cg21235108	9	132638251	0.155283333	0.5442025	0.936305634	0.57296	0.9545
cg21236414	4	894185	0.250233333	0.81599	0.914990141	0.89828	0.963825
cg21238257	13	114138260	0.117166667	0.3127275	0.875425352	0.45908	0.9517
cg21243021	9	135513120	0.275583333	0.8216425	0.896174648	0.88256	0.9387375
cg21249708	12	123601893	0.459466667	0.78372	0.831364789	0.76456	0.9301375
cg21252018	9	90362912	0.472766667	0.68262	0.820714085	0.73988	0.9017625
cg21253392	15	25475833	0.3125	0.720275	0.877014085	0.66772	0.931075
cg21265287	1	1228383	0.408183333	0.67914	0.928449296	0.68516	0.928925
cg21291985	20	62437035	0.150716667	0.4223425	0.829409859	0.49456	0.9309125
cg21294654	13	113732739	0.42535	0.790255	0.874529577	0.81366	0.90965
cg21294960	2	207988952	0.171116667	0.623205	0.870405634	0.67574	0.93135
cg21297395	21	40758325	0.252083333	0.6036825	0.814880282	0.54204	0.9210375
cg21303655	1	112438797	0.18845	0.70796	0.897508451	0.72564	0.9644
cg21304234	4	839646	0.400583333	0.7513325	0.823659155	0.69392	0.9685375
cg21308656	7	151093019	0.368716667	0.8383925	0.881107042	0.87884	0.9348625
cg21312695	2	29597701	0.29645	0.79188	0.861190141	0.838	0.92735
cg21336288	8	117742444	0.2801	0.7998625	0.865743662	0.87452	0.9412125
cg21341878	4	2278462	0.348383333	0.7786675	0.927256338	0.75868	0.96455
cg21351483	8	140950027	0.366816667	0.824245	0.949811268	0.80032	0.9746375
cg21358678	6	32147891	0.231633333	0.7793725	0.897915493	0.8502	0.9221625
cg21360245	3	185643364	0.295766667	0.72021	0.853742254	0.6871	0.9145125
cg21365287	10	133768327	0.340616667	0.8324775	0.933871831	0.82944	0.9145125
cg21366602	1	51887613	0.1972	0.38788	0.828716901	0.38336	0.936675
cg21374793	2	202643034	0.257233333	0.81903	0.867598592	0.86966	0.9235125
cg21380389	10	30248879	0.45635	0.7716575	0.828614085	0.76026	0.9485625
cg21384588	3	35785897	0.134816667	0.2830925	0.866856338	0.34664	0.9436125
cg21385746	2	105118572	0.445483333	0.3920425	0.888653521	0.39066	0.911525
cg21387147	1	43888271	0.44595	0.5238825	0.825295775	0.53516	0.95635
cg21388553	17	63898358	0.26035	0.7802225	0.918201408	0.80046	0.9639375
cg21395110	7	141385273	0.154566667	0.3246425	0.865826761	0.40992	0.95575
cg21400851	17	73056681	0.262683333	0.54054	0.800108451	0.58806	0.9034125
cg21401376	6	166335858	0.305916667	0.755775	0.853584507	0.81686	0.9467
cg21405929	1	2234751	0.2407	0.416725	0.849073239	0.491	0.91455
cg21408197	2	114584240	0.485633333	0.321315	0.807261972	0.42742	0.927525
cg21443143	8	135491240	0.326283333	0.8086675	0.876126761	0.8313	0.9630875
cg21448167	12	3333872	0.3107	0.8145375	0.955856338	0.80582	0.947525
cg21459460	21	40758346	0.336766667	0.663015	0.829394366	0.62408	0.9348375
cg21462097	1	249143290	0.469483333	0.8085825	0.853301408	0.83078	0.912175
cg21467697	4	99480257	0.356583333	0.3108525	0.825607042	0.3417	0.954675
cg21472050	12	92976320	0.185733333	0.3644	0.81951831	0.48392	0.9341875
cg21476203	8	144874281	0.378566667	0.7813475	0.879292958	0.83304	0.936625
cg21484515	13	36944469	0.444683333	0.386355	0.843119718	0.51964	0.9539
cg21490047	8	10262628	0.359816667	0.69479	0.877266197	0.65838	0.911525
cg21491555	22	19967786	0.48185	0.78759	0.87514507	0.82596	0.936775
cg21495713	13	111331324	0.1867	0.78887	0.909232394	0.84794	0.94825
cg21498220	14	102399708	0.429233333	0.86871	0.957226761	0.8966	0.9606125
cg21501305	7	157280713	0.27245	0.58158	0.895094366	0.69884	0.9131625
cg21502482	14	88892856	0.201383333	0.65055	0.809514085	0.6497	0.9134125
cg21503904	17	41025548	0.46845	0.8213575	0.920102817	0.89322	0.977275
cg21507299	5	170901465	0.463383333	0.835025	0.887867606	0.82644	0.9518625
cg21515406	5	3325150	0.21675	0.7440725	0.829822535	0.83806	0.9539125
cg21516044	4	166304596	0.2988	0.5893	0.812942254	0.58064	0.9276375
cg21520613	4	77891275	0.337266667	0.824145	0.909756338	0.87882	0.9659375
cg21522071	13	111287944	0.270633333	0.763495	0.870667606	0.79706	0.9013125
cg21525627	12	77149647	0.248383333	0.7324975	0.831442254	0.7914	0.9081375
cg21528729	7	155095191	0.363633333	0.453345	0.856884507	0.60396	0.9036625
cg21528944	22	29997111	0.192466667	0.8034	0.913025352	0.8874	0.9706875
cg21529164	19	18313289	0.436716667	0.73848	0.917861972	0.6559	0.9409375
cg21531873	12	110778616	0.206183333	0.616105	0.88544507	0.64478	0.94445
cg21533262	7	107110551	0.30885	0.2955125	0.845823944	0.3125	0.9546
cg21533830	11	117301482	0.371433333	0.589475	0.880419718	0.68282	0.928825
cg21538190	1	160340774	0.3535	0.7840625	0.82978169	0.81758	0.9192125
cg21547054	1	230458393	0.22305	0.7205975	0.838498592	0.67586	0.9078
cg21553700	3	195600410	0.424166667	0.39085	0.859690141	0.39922	0.9508625
cg21555471	15	41060201	0.485983333	0.902295	0.932228169	0.94704	0.9779875
cg21555877	17	77128445	0.3774	0.7872325	0.879588732	0.85088	0.9464375
cg21578050	5	115896354	0.3804	0.81747	0.876014085	0.8791	0.9446125
cg21579472	1	46595677	0.2807	0.7185825	0.8216	0.70338	0.9122
cg21582311	1	229475308	0.1639	0.4196625	0.869330986	0.46532	0.9409375
cg21607137	5	178598142	0.409666667	0.862825	0.892807042	0.9126	0.956625
cg21609804	11	63678193	0.336616667	0.6736775	0.852585915	0.664	0.9348
cg21610297	12	53857464	0.35375	0.6020975	0.810559155	0.60078	0.9298875
cg21619886	6	90276141	0.213916667	0.70794	0.891133803	0.66836	0.941425
cg21620107	8	1614053	0.35945	0.8299375	0.835476056	0.86118	0.9342
cg21622381	5	6348863	0.45095	0.8695975	0.934405634	0.9028	0.939325
cg21622464	17	56164461	0.2054	0.4955375	0.836473239	0.56568	0.9121
cg21631754	19	45737485	0.211433333	0.3590275	0.819971831	0.43284	0.9679375
cg21635706	15	69432565	0.208266667	0.80217	0.847715493	0.84262	0.957175
cg21638035	2	241570135	0.2681	0.803655	0.887778873	0.86958	0.96675
cg21645630	12	120533287	0.271783333	0.65422	0.851569014	0.68558	0.9502
cg21645752	6	29598695	0.331233333	0.74574	0.872853521	0.7018	0.9098375
cg21648009	17	77175465	0.333633333	0.793605	0.882730986	0.85226	0.9193375
cg21655710	1	54856511	0.149733333	0.5405175	0.817730986	0.59878	0.963675
cg21663666	2	232220549	0.433616667	0.57995	0.861943662	0.54424	0.9238625
cg21663667	2	242169936	0.158766667	0.5229975	0.84423662	0.54898	0.9209125
cg21695475	11	2612825	0.296283333	0.3737175	0.839780282	0.43552	0.9231
cg21704381	15	99260076	0.412016667	0.8448575	0.920022535	0.88372	0.9453625
cg21708867	13	114138225	0.262416667	0.4576075	0.862339437	0.58524	0.9141875
cg21719937	12	5564478	0.474383333	0.4553325	0.835528169	0.4649	0.9588125
cg21725701	19	55800930	0.166166667	0.3313625	0.894321127	0.4445	0.935425
cg21726850	13	112770189	0.428483333	0.8380275	0.894785915	0.86084	0.9210125
cg21750426	21	17911433	0.432733333	0.758075	0.827497183	0.7246	0.93015
cg21753682	12	132693557	0.459233333	0.83328	0.880361972	0.8622	0.9189875
cg21756587	5	2867363	0.17365	0.4331375	0.8166	0.5443	0.918475
cg21767191	3	17082105	0.15365	0.27444	0.856149296	0.35592	0.957675
cg21770322	7	97807741	0.134233333	0.3913775	0.805767606	0.41048	0.9438
cg21778244	8	605245	0.3861	0.782485	0.892998592	0.78784	0.941425
cg21781706	1	6438350	0.241516667	0.720045	0.859329577	0.75516	0.9229
cg21788045	3	115984319	0.3092	0.80642	0.884767606	0.82708	0.9210375
cg21794816	17	77076092	0.237983333	0.69111	0.861338028	0.67154	0.9421625
cg21801091	4	68027126	0.208733333	0.5844475	0.851323944	0.66882	0.9298
cg21805138	12	117155636	0.169366667	0.4539675	0.80748169	0.56182	0.91535
cg21813101	1	6260616	0.441083333	0.526195	0.852532394	0.62326	0.949125
cg21813187	6	31674553	0.400583333	0.770655	0.801678873	0.77266	0.951225
cg21817896	8	143570842	0.48685	0.6770975	0.826356338	0.58564	0.933225
cg21830805	14	91087524	0.4749	0.792455	0.853509859	0.8018	0.9017375
cg21831649	1	16050377	0.288133333	0.7555675	0.864209859	0.80254	0.9208125
cg21834739	6	31592996	0.473233333	0.646725	0.842091549	0.61972	0.942225
cg21842914	17	80545869	0.335433333	0.827895	0.932732394	0.88842	0.96405
cg21843902	17	73847414	0.4407	0.3308175	0.813943662	0.45282	0.959675
cg21844472	3	160559936	0.26185	0.7109025	0.85308169	0.66554	0.91245
cg21855816	7	1066024	0.242766667	0.4840025	0.819747887	0.54158	0.9025875
cg21858483	12	121712101	0.333366667	0.7885975	0.871525352	0.84406	0.9469125
cg21864730	11	77774886	0.1953	0.734665	0.84315493	0.79878	0.951875
cg21865108	11	45894617	0.192116667	0.50731	0.854856338	0.54312	0.9455
cg21865157	1	16058422	0.405833333	0.873035	0.970802817	0.90888	0.9599
cg21867891	18	56529835	0.4388	0.48109	0.875447887	0.47864	0.95665
cg21871080	17	68100975	0.367033333	0.3331375	0.897566197	0.38912	0.95305
cg21900928	7	29294897	0.252366667	0.500155	0.821898592	0.60968	0.9507375
cg21906519	11	118515840	0.186983333	0.726765	0.913326761	0.78766	0.945575
cg21909859	8	97345750	0.364433333	0.7304175	0.874649296	0.75358	0.9714375
cg21918728	22	29445711	0.45795	0.835445	0.924505634	0.84412	0.9198125
cg21922512	1	172449221	0.2981	0.8096475	0.860622535	0.84636	0.94445
cg21937867	17	74536062	0.407766667	0.7683025	0.802957746	0.78782	0.9043
cg21959334	1	228579038	0.315216667	0.797645	0.917476056	0.81384	0.9488625
cg21960265	6	32015635	0.4206	0.84937	0.83148169	0.86142	0.924925
cg21962324	5	2547252	0.141566667	0.28639	0.868716901	0.35918	0.9125625
cg21966319	4	169543126	0.247516667	0.796215	0.871105634	0.82594	0.9408
cg21970473	20	35444558	0.263083333	0.7983125	0.902416901	0.86326	0.9535125
cg21973687	6	148142629	0.168866667	0.27793	0.85605493	0.33524	0.94455
cg21975337	5	173414688	0.464766667	0.89221	0.918383099	0.9389	0.929725
cg21978892	13	78275055	0.3025	0.40545	0.863350704	0.5494	0.9520375
cg21980364	13	111880998	0.421183333	0.82518	0.886915493	0.80392	0.932575
cg21984793	7	143066104	0.3229	0.66242	0.847922535	0.75814	0.939825
cg21985691	11	17849903	0.2249	0.4000225	0.806773239	0.38188	0.965575
cg21987356	7	44199597	0.18745	0.7997425	0.805246479	0.87084	0.9559
cg22008075	1	118215567	0.238183333	0.76023	0.833788732	0.81126	0.944825
cg22018329	19	3116716	0.365316667	0.8813825	0.976338028	0.9577	0.96985
cg22022797	19	5587909	0.465683333	0.7292625	0.812267606	0.75712	0.9186875
cg22030483	7	154788856	0.429733333	0.8294175	0.898123944	0.87728	0.95465
cg22030962	5	136984054	0.157583333	0.511925	0.815761972	0.4372	0.91475
cg22041712	1	214834360	0.235066667	0.4158875	0.862109859	0.42014	0.908925
cg22044319	5	115782461	0.241033333	0.8103275	0.922143662	0.87358	0.9557625
cg22044630	12	133127993	0.247916667	0.6703325	0.920632394	0.69432	0.9318
cg22055337	3	66446342	0.220266667	0.6832425	0.87735493	0.68886	0.9059
cg22057240	5	6755843	0.21555	0.6276175	0.832716901	0.67888	0.9137375
cg22058452	2	95662214	0.324233333	0.7826925	0.818576056	0.80174	0.9027125
cg22073869	13	98866089	0.482183333	0.7501925	0.839542254	0.6828	0.959175
cg22077046	3	10452678	0.279783333	0.7065175	0.883464789	0.6893	0.9038875
cg22078179	4	39063989	0.1601	0.20119	0.827284507	0.26244	0.9209625
cg22079102	19	5061085	0.3501	0.8401825	0.830514085	0.86966	0.9494625
cg22079195	2	100799756	0.180283333	0.569075	0.872952113	0.69108	0.956125
cg22092876	7	120644149	0.181583333	0.757995	0.8347	0.84722	0.955025
cg22097599	2	70934701	0.491333333	0.877595	0.941225352	0.90674	0.942375
cg22102057	8	22084298	0.213383333	0.7756075	0.93931831	0.74384	0.932625
cg22111457	1	17949485	0.370833333	0.82662	0.887271831	0.86988	0.91475
cg22117468	2	70176293	0.40865	0.7844175	0.865264789	0.8151	0.9111625
cg22118309	6	136812645	0.201116667	0.51212	0.857907042	0.68626	0.934575
cg22122342	13	114054936	0.244133333	0.774485	0.900783099	0.749	0.973075
cg22126047	22	19003887	0.20295	0.33349	0.825608451	0.44852	0.923175
cg22145651	15	91419540	0.43245	0.72624	0.894388732	0.63518	0.9467625
cg22148663	5	176962328	0.4565	0.649485	0.839201408	0.59428	0.954225
cg22150335	10	62148959	0.179833333	0.2979075	0.847970423	0.37008	0.9121
cg22155376	11	17591837	0.447533333	0.7257775	0.900474648	0.54532	0.9191875
cg22163472	1	33402454	0.309483333	0.794445	0.864183099	0.8465	0.932375
cg22164367	7	34115212	0.477133333	0.791915	0.881050704	0.79712	0.9477875
cg22166144	1	2188349	0.190483333	0.7476325	0.874185915	0.82716	0.9515125
cg22171613	1	6396134	0.452083333	0.5257575	0.911752113	0.46048	0.9596625
cg22174681	1	2013930	0.154316667	0.6738825	0.884657746	0.63262	0.9313125
cg22175856	19	15084302	0.408283333	0.807655	0.829578873	0.83166	0.9496625
cg22201573	4	2278303	0.408416667	0.7675725	0.893260563	0.71386	0.9271375
cg22204050	12	8374206	0.30375	0.6433375	0.871557746	0.67638	0.9515625
cg22210220	11	581928	0.233533333	0.679435	0.877621127	0.61932	0.9276
cg22219876	7	33761784	0.284383333	0.6971925	0.835946479	0.76078	0.9485875
cg22220936	12	22484157	0.387433333	0.689175	0.819591549	0.65158	0.9141
cg22221847	1	78031187	0.48235	0.450495	0.887874648	0.53924	0.9524375
cg22239325	18	74729251	0.497833333	0.38362	0.887104225	0.48874	0.967
cg22242926	17	73627717	0.4945	0.8594325	0.941147887	0.8788	0.9447125
cg22243298	15	86313901	0.3371	0.742755	0.845084507	0.78476	0.966875
cg22244768	17	55634551	0.34515	0.8069775	0.917949296	0.81514	0.9648375
cg22262702	20	60638679	0.286216667	0.49908	0.912264789	0.42622	0.9694625
cg22294804	8	26484149	0.312866667	0.635405	0.895559155	0.60606	0.9514125
cg22300320	17	79027117	0.11335	0.1922225	0.835361972	0.19932	0.956975
cg22306015	11	66454625	0.2986	0.77296	0.811435211	0.74774	0.9169375
cg22308726	19	4566575	0.358816667	0.7207675	0.84216338	0.72256	0.9233875
cg22322818	7	55497587	0.29835	0.755105	0.871070423	0.78146	0.9327625
cg22328712	2	13861919	0.267416667	0.818115	0.885640845	0.88128	0.9269875
cg22333868	12	79611355	0.403466667	0.8073225	0.845940845	0.82376	0.9364625
cg22334684	1	9666618	0.231816667	0.7357375	0.941684507	0.7549	0.9255125
cg22342249	1	2043439	0.358883333	0.790685	0.890453521	0.8125	0.930725
cg22352450	13	114187104	0.164566667	0.3847625	0.819232394	0.49218	0.9435375
cg22366951	1	42246390	0.402466667	0.79829	0.887740845	0.8459	0.93905
cg22367727	3	114102609	0.211316667	0.380895	0.808695775	0.44082	0.9457125
cg22374586	2	232220566	0.453033333	0.6453075	0.873073239	0.6231	0.9435375
cg22376204	6	149320164	0.38625	0.814745	0.897153521	0.83142	0.9555375
cg22403469	12	130939700	0.307133333	0.8100225	0.941512676	0.78138	0.97215
cg22416021	22	50177941	0.13985	0.7032025	0.940280282	0.74052	0.9616875
cg22419455	7	98579639	0.249233333	0.800365	0.90014507	0.86752	0.9442875
cg22423984	20	34734501	0.1729	0.653485	0.872776056	0.65758	0.9671125
cg22443975	17	74387581	0.2786	0.7440825	0.895528169	0.80224	0.9589125
cg22444338	7	1054449	0.283633333	0.75741	0.924566197	0.78562	0.9379875
cg22461472	19	48188952	0.359266667	0.643945	0.85198169	0.64368	0.921675
cg22482502	1	112525384	0.495816667	0.8365375	0.890812676	0.85336	0.9466625
cg22484397	1	231052929	0.313616667	0.6401725	0.882791549	0.72078	0.9348
cg22497575	13	45025622	0.173783333	0.4192175	0.880907042	0.4766	0.9515875
cg22510098	4	1229471	0.230316667	0.6910525	0.879515493	0.7312	0.9505375
cg22514764	1	243637838	0.342433333	0.772235	0.848123944	0.8276	0.9476375
cg22518373	17	77076358	0.282066667	0.7105525	0.879583099	0.62404	0.9413125
cg22524332	1	17960353	0.210316667	0.670115	0.864919718	0.71186	0.9534375
cg22532370	10	131577638	0.300583333	0.824945	0.861395775	0.89224	0.9302375
cg22533099	17	15817372	0.396216667	0.835535	0.887685915	0.88538	0.9108
cg22533419	3	48311815	0.4484	0.7999175	0.840670423	0.8164	0.9113375
cg22538110	3	61851257	0.244183333	0.7578425	0.923609859	0.85372	0.9628
cg22545027	10	73437363	0.170433333	0.8283725	0.935615493	0.88844	0.9499125
cg22549547	19	35523617	0.252166667	0.8202325	0.85488169	0.88258	0.9121625
cg22552139	20	62116545	0.416416667	0.749675	0.833780282	0.72992	0.9388375
cg22559002	17	63898392	0.2118	0.77542	0.898764789	0.78912	0.954425
cg22563742	12	185946	0.458816667	0.8123825	0.879314085	0.84234	0.9012625
cg22572661	5	28404717	0.467066667	0.896175	0.970230986	0.9477	0.9558375
cg22573528	2	51254170	0.198583333	0.30167	0.921173239	0.35302	0.91115
cg22575966	13	101283034	0.38715	0.2854575	0.887543662	0.33374	0.9119375
cg22581933	12	109797277	0.4866	0.3932725	0.883983099	0.45512	0.9483875
cg22591002	2	97530695	0.228633333	0.67196	0.848052113	0.73468	0.94425
cg22598885	8	38175609	0.180533333	0.256325	0.801901408	0.3545	0.9554
cg22606873	1	3144679	0.382433333	0.5914375	0.869142254	0.60784	0.9539125
cg22609380	12	98849379	0.435316667	0.828535	0.903008451	0.84274	0.9353
cg22615510	1	3032751	0.32685	0.588905	0.803438028	0.672	0.9464
cg22616646	19	4986397	0.3037	0.813235	0.930391549	0.87712	0.9764625
cg22621542	6	167589323	0.42095	0.639795	0.803450704	0.61026	0.926225
cg22626579	1	2038628	0.230916667	0.5919525	0.814076056	0.53334	0.905875
cg22628709	8	61085389	0.31005	0.36184	0.842064789	0.47106	0.915475
cg22633182	22	50713802	0.39355	0.7390925	0.870316901	0.6982	0.9555875
cg22644320	17	78808187	0.2578	0.43673	0.823750704	0.581	0.9388625
cg22656048	10	696356	0.43255	0.5911725	0.823140845	0.59354	0.9389375
cg22660933	17	46608355	0.2763	0.3230575	0.873397183	0.4236	0.9588375
cg22677124	2	98354060	0.464833333	0.7918575	0.85603662	0.81916	0.9127375
cg22677268	10	45475128	0.322833333	0.7217775	0.862957746	0.71592	0.917275
cg22685009	5	71597700	0.306316667	0.7088425	0.87721831	0.67894	0.90555
cg22687982	15	89900455	0.4501	0.67949	0.824111268	0.67832	0.915175
cg22688815	8	9775751	0.319916667	0.728395	0.870750704	0.6639	0.9315375
cg22692118	12	132942592	0.442833333	0.81415	0.854152113	0.839	0.90885
cg22696944	15	66416399	0.349583333	0.825715	0.869723944	0.86886	0.9474
cg22707691	1	1684095	0.4732	0.8125625	0.894157746	0.81762	0.96725
cg22712840	1	2026193	0.3771	0.8178075	0.913830986	0.87126	0.9042125
cg22714290	1	207992548	0.479083333	0.47607	0.858377465	0.44136	0.962225
cg22718696	1	11218525	0.402766667	0.636915	0.800749296	0.6123	0.96545
cg22720392	1	3133857	0.161433333	0.3815625	0.833719718	0.53294	0.9526125
cg22721951	13	113629911	0.390233333	0.8160075	0.906428169	0.84818	0.951025
cg22735419	19	1360208	0.402516667	0.654615	0.877159155	0.6994	0.905575
cg22740895	8	2092745	0.213466667	0.7737475	0.863552113	0.72388	0.9406125
cg22755534	11	128796442	0.380883333	0.788325	0.902435211	0.76568	0.9441875
cg22757977	19	9934613	0.3634	0.7729525	0.848722535	0.80332	0.90545
cg22760690	15	66207089	0.2858	0.365465	0.85968169	0.4869	0.957675
cg22764535	2	242833494	0.268183333	0.7718	0.862014085	0.80064	0.9355375
cg22765308	5	139060556	0.152433333	0.5167075	0.892008451	0.56914	0.9375625
cg22794214	1	42123463	0.287283333	0.816815	0.90786338	0.87224	0.915775
cg22795345	13	111935508	0.425533333	0.8374525	0.930076056	0.8224	0.9626375
cg22804620	4	951898	0.228316667	0.76835	0.898632394	0.79668	0.952425
cg22808438	12	130711711	0.182733333	0.78441	0.881457746	0.86166	0.9400125
cg22812005	1	244216231	0.24835	0.60303	0.857619718	0.6028	0.9019625
cg22816913	19	54578294	0.2729	0.2756925	0.836925352	0.33472	0.9518875
cg22822630	13	27692257	0.171216667	0.4342175	0.817184507	0.52522	0.954075
cg22824298	19	2438064	0.269066667	0.7966275	0.94276338	0.91932	0.937825
cg22824635	19	13112283	0.302716667	0.5595325	0.803804225	0.44094	0.9712
cg22827707	6	34100899	0.275966667	0.81713	0.899952113	0.86552	0.9041875
cg22836359	12	6933548	0.35065	0.6650425	0.881785915	0.61906	0.959175
cg22849672	6	166791393	0.412616667	0.6050425	0.888274648	0.65068	0.9593375
cg22854591	10	65220901	0.408116667	0.8319025	0.909891549	0.85114	0.9672
cg22868225	1	2015815	0.176566667	0.8319525	0.973223944	0.889	0.9653625
cg22871801	1	19245969	0.236533333	0.7508275	0.87155493	0.7313	0.9579625
cg22877230	2	240115678	0.457633333	0.488645	0.899867606	0.54732	0.9555
cg22879191	7	101468767	0.227683333	0.71394	0.842230986	0.7754	0.95075
cg22885062	11	64533556	0.367133333	0.653505	0.88803662	0.61622	0.90495
cg22890571	13	114284318	0.39835	0.69853	0.893321127	0.73916	0.9422375
