chr	start	end 	not_leuk_avg	leuk_average	chr	start	end	als.1.meth	als.1.unmeth	als.2.meth	als.2.unmeth	als.3.meth	als.3.unmeth	als.4.meth	als.4.unmeth	ctrl.1.meth	ctrl.1.unmeth	ctrl.2.meth	ctrl.2.unmeth	ctrl.3.meth	ctrl.3.unmeth	ctrl.4.meth	ctrl.4.unmeth
chr19	14785454	14785755	0.631467568	0.1262125	chr19	14785676	14785677	NA	NA	8	0	13	0	NA	NA	7	0	8	0	NA	NA	NA	NA
chr5	60239430	60239731	0.697227928	0.192	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr12	15114754	15115055	0.543181982	0.038025	chr12	15114884	15114885	6	0	13	1	13	0	11	0	13	1	10	0	11	1	NA	NA
chr12	15114754	15115055	0.543181982	0.038025	chr12	15114885	15114886	NA	NA	12	0	10	1	10	0	13	0	12	0	8	2	NA	NA
chr12	15114754	15115055	0.543181982	0.038025	chr12	15115020	15115021	6	0	20	0	18	1	6	8	16	0	14	1	11	0	NA	NA
chr12	15114754	15115055	0.543181982	0.038025	chr12	15115021	15115022	NA	NA	7	1	8	0	7	0	NA	NA	8	0	6	0	NA	NA
chr3	56788960	56789261	0.579241441	0.07415	chr3	56789008	56789009	7	2	4	2	6	0	3	3	6	2	4	2	NA	NA	NA	NA
chr3	56788960	56789261	0.579241441	0.07415	chr3	56789009	56789010	5	2	16	5	9	1	7	2	13	1	9	1	12	4	13	0
chr3	56788960	56789261	0.579241441	0.07415	chr3	56789224	56789225	NA	NA	12	0	13	1	13	0	6	0	6	4	7	1	7	0
chr3	56788960	56789261	0.579241441	0.07415	chr3	56789225	56789226	NA	NA	17	1	7	0	6	0	8	0	8	1	11	0	NA	NA
chr3	13053058	13053359	0.539366667	0.034325	chr3	13053061	13053062	NA	NA	NA	NA	6	1	NA	NA	NA	NA	NA	NA	9	0	NA	NA
chr3	13053058	13053359	0.539366667	0.034325	chr3	13053062	13053063	9	1	14	0	12	1	11	4	NA	NA	NA	NA	11	1	NA	NA
chr3	13053058	13053359	0.539366667	0.034325	chr3	13053091	13053092	NA	NA	7	0	6	1	7	1	NA	NA	NA	NA	12	0	NA	NA
chr3	13053058	13053359	0.539366667	0.034325	chr3	13053092	13053093	10	1	7	0	7	0	9	0	NA	NA	5	1	12	0	NA	NA
chr3	13053058	13053359	0.539366667	0.034325	chr3	13053125	13053126	NA	NA	8	1	12	2	11	4	5	1	NA	NA	11	1	NA	NA
chr3	13053058	13053359	0.539366667	0.034325	chr3	13053126	13053127	7	2	NA	NA	8	3	5	3	NA	NA	8	0	9	4	NA	NA
chr3	13053058	13053359	0.539366667	0.034325	chr3	13053132	13053133	NA	NA	9	0	12	2	12	2	NA	NA	NA	NA	10	2	NA	NA
chr3	13053058	13053359	0.539366667	0.034325	chr3	13053133	13053134	7	1	6	0	12	2	8	1	NA	NA	8	0	13	1	NA	NA
chr3	13053058	13053359	0.539366667	0.034325	chr3	13053151	13053152	NA	NA	2	7	4	10	6	9	2	4	1	5	0	12	NA	NA
chr3	13053058	13053359	0.539366667	0.034325	chr3	13053152	13053153	1	7	2	4	7	7	0	7	NA	NA	2	7	3	12	NA	NA
chr3	13053058	13053359	0.539366667	0.034325	chr3	13053219	13053220	NA	NA	4	4	10	4	10	3	NA	NA	NA	NA	3	3	NA	NA
chr3	13053058	13053359	0.539366667	0.034325	chr3	13053220	13053221	6	5	3	3	14	9	5	4	11	2	11	2	13	6	3	4
chr3	13053058	13053359	0.539366667	0.034325	chr3	13053255	13053256	NA	NA	8	1	8	1	11	3	NA	NA	NA	NA	NA	NA	NA	NA
chr3	13053058	13053359	0.539366667	0.034325	chr3	13053256	13053257	8	1	6	2	20	5	6	2	18	0	12	2	18	0	NA	NA
chr3	13053058	13053359	0.539366667	0.034325	chr3	13053334	13053335	NA	NA	8	1	NA	NA	11	1	NA	NA	NA	NA	6	1	NA	NA
chr3	13053058	13053359	0.539366667	0.034325	chr3	13053335	13053336	9	3	9	1	18	6	6	2	9	3	10	3	18	3	NA	NA
chr5	167532310	167532611	0.579609009	0.0745875	chr5	167532339	167532340	NA	NA	8	1	NA	NA	5	1	4	3	NA	NA	NA	NA	NA	NA
chr5	167532310	167532611	0.579609009	0.0745875	chr5	167532340	167532341	NA	NA	7	1	8	0	6	2	7	5	10	1	5	1	NA	NA
chr5	167532310	167532611	0.579609009	0.0745875	chr5	167532368	167532369	NA	NA	11	0	6	0	9	0	6	1	NA	NA	6	0	NA	NA
chr5	167532310	167532611	0.579609009	0.0745875	chr5	167532369	167532370	NA	NA	NA	NA	6	0	6	3	6	4	9	2	NA	NA	5	1
chr5	167532310	167532611	0.579609009	0.0745875	chr5	167532471	167532472	5	1	17	2	13	3	11	0	8	1	6	0	NA	NA	NA	NA
chr5	167532310	167532611	0.579609009	0.0745875	chr5	167532472	167532473	NA	NA	9	0	13	1	7	0	NA	NA	11	0	9	0	6	1
chr5	167532310	167532611	0.579609009	0.0745875	chr5	167532478	167532479	6	0	19	1	16	0	10	1	10	0	NA	NA	NA	NA	NA	NA
chr5	167532310	167532611	0.579609009	0.0745875	chr5	167532479	167532480	NA	NA	7	1	15	0	6	1	NA	NA	10	2	9	0	6	0
chr5	167532310	167532611	0.579609009	0.0745875	chr5	167532523	167532524	7	2	14	4	9	7	8	1	11	0	6	0	NA	NA	NA	NA
chr5	167532310	167532611	0.579609009	0.0745875	chr5	167532524	167532525	5	1	6	2	10	5	4	2	4	2	14	4	7	7	NA	NA
chr1	156509694	156509995	0.696830631	0.1918375	chr1	156509810	156509811	NA	NA	7	0	6	1	12	0	NA	NA	8	2	8	1	NA	NA
chr1	156509694	156509995	0.696830631	0.1918375	chr1	156509811	156509812	NA	NA	NA	NA	7	0	13	0	6	0	NA	NA	8	0	NA	NA
chr1	156509694	156509995	0.696830631	0.1918375	chr1	156509834	156509835	NA	NA	NA	NA	NA	NA	7	1	NA	NA	5	3	NA	NA	NA	NA
chr1	156509694	156509995	0.696830631	0.1918375	chr1	156509835	156509836	NA	NA	NA	NA	6	0	13	0	6	0	NA	NA	10	0	NA	NA
chr1	156509694	156509995	0.696830631	0.1918375	chr1	156509874	156509875	NA	NA	NA	NA	8	0	NA	NA	6	0	7	0	NA	NA	NA	NA
chr1	156509694	156509995	0.696830631	0.1918375	chr1	156509875	156509876	NA	NA	NA	NA	8	0	9	0	NA	NA	6	0	9	0	NA	NA
chr1	156509694	156509995	0.696830631	0.1918375	chr1	156509913	156509914	NA	NA	7	0	8	0	NA	NA	7	0	7	0	6	0	NA	NA
chr1	156509694	156509995	0.696830631	0.1918375	chr1	156509914	156509915	NA	NA	NA	NA	NA	NA	7	0	NA	NA	NA	NA	NA	NA	NA	NA
chr1	156509694	156509995	0.696830631	0.1918375	chr1	156509919	156509920	NA	NA	6	0	8	0	6	0	7	0	7	0	6	0	NA	NA
chr1	156509694	156509995	0.696830631	0.1918375	chr1	156509920	156509921	NA	NA	NA	NA	NA	NA	6	1	NA	NA	NA	NA	NA	NA	NA	NA
chr1	156509694	156509995	0.696830631	0.1918375	chr1	156509976	156509977	NA	NA	NA	NA	14	0	7	0	6	0	6	2	9	1	NA	NA
chr1	156509694	156509995	0.696830631	0.1918375	chr1	156509977	156509978	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	2	NA	NA
chr2	113931388	113931689	0.565955856	0.06105	chr2	113931466	113931467	NA	NA	11	1	11	0	7	1	5	1	11	0	7	1	6	0
chr2	113931388	113931689	0.565955856	0.06105	chr2	113931467	113931468	9	3	10	0	10	1	6	0	10	1	14	3	13	1	NA	NA
chr19	39826777	39827078	0.577725225	0.072825	chr19	39826777	39826778	NA	NA	NA	NA	10	0	6	0	NA	NA	NA	NA	NA	NA	NA	NA
chr19	39826777	39827078	0.577725225	0.072825	chr19	39826781	39826782	NA	NA	NA	NA	9	0	6	0	NA	NA	NA	NA	NA	NA	NA	NA
chr19	39826777	39827078	0.577725225	0.072825	chr19	39826785	39826786	NA	NA	NA	NA	9	0	8	0	NA	NA	NA	NA	NA	NA	NA	NA
chr19	39826777	39827078	0.577725225	0.072825	chr19	39826788	39826789	NA	NA	NA	NA	9	0	8	0	NA	NA	NA	NA	NA	NA	NA	NA
chr19	39826777	39827078	0.577725225	0.072825	chr19	39826798	39826799	NA	NA	NA	NA	9	0	7	0	NA	NA	NA	NA	NA	NA	NA	NA
chr19	39826777	39827078	0.577725225	0.072825	chr19	39826827	39826828	NA	NA	NA	NA	7	0	7	0	NA	NA	NA	NA	NA	NA	NA	NA
chr19	39826777	39827078	0.577725225	0.072825	chr19	39826831	39826832	NA	NA	NA	NA	7	0	7	0	NA	NA	NA	NA	NA	NA	NA	NA
chr19	39826777	39827078	0.577725225	0.072825	chr19	39826834	39826835	NA	NA	NA	NA	7	0	7	0	NA	NA	NA	NA	NA	NA	NA	NA
chr10	102243132	102243433	0.682844144	0.17795	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr13	45970123	45970424	0.567689189	0.0628375	chr13	45970396	45970397	7	0	17	1	18	0	10	0	15	0	12	0	10	0	10	0
chr13	45970123	45970424	0.567689189	0.0628375	chr13	45970397	45970398	7	1	10	0	10	1	9	1	16	1	20	1	16	0	NA	NA
chr13	45970123	45970424	0.567689189	0.0628375	chr13	45970409	45970410	6	0	16	1	16	2	8	2	15	0	9	1	8	1	8	0
chr13	45970123	45970424	0.567689189	0.0628375	chr13	45970410	45970411	6	0	7	0	11	0	10	0	16	1	18	0	13	0	NA	NA
chr13	45970123	45970424	0.567689189	0.0628375	chr13	45970412	45970413	6	0	16	1	19	0	8	2	15	0	9	0	9	0	8	0
chr13	45970123	45970424	0.567689189	0.0628375	chr13	45970413	45970414	6	1	7	0	9	0	10	0	16	0	20	0	13	0	NA	NA
chr13	45970123	45970424	0.567689189	0.0628375	chr13	45970415	45970416	6	0	16	0	20	0	8	0	14	1	8	0	10	0	8	1
chr13	45970123	45970424	0.567689189	0.0628375	chr13	45970416	45970417	6	1	6	0	9	0	10	0	14	1	20	0	12	0	NA	NA
chr13	45970123	45970424	0.567689189	0.0628375	chr13	45970420	45970421	5	1	16	0	18	1	7	0	13	0	7	1	10	0	9	0
chr13	45970123	45970424	0.567689189	0.0628375	chr13	45970421	45970422	7	0	NA	NA	9	0	9	0	13	0	20	0	11	0	NA	NA
chr1	17291059	17291360	0.803138739	0.298325	chr1	17291062	17291063	12	1	19	2	16	3	8	3	17	5	11	3	20	5	7	0
chr1	17291059	17291360	0.803138739	0.298325	chr1	17291063	17291064	7	0	8	4	NA	NA	11	0	4	2	8	0	9	1	NA	NA
chr1	17291059	17291360	0.803138739	0.298325	chr1	17291139	17291140	8	1	17	2	12	0	10	0	9	2	12	1	17	3	6	1
chr1	17291059	17291360	0.803138739	0.298325	chr1	17291140	17291141	8	2	7	0	7	1	11	1	12	0	14	1	4	2	NA	NA
chr1	17291059	17291360	0.803138739	0.298325	chr1	17291195	17291196	6	1	13	3	NA	NA	12	0	3	3	13	2	14	3	5	1
chr1	17291059	17291360	0.803138739	0.298325	chr1	17291196	17291197	7	1	13	1	15	3	19	0	15	1	16	1	12	2	NA	NA
chr3	52259940	52260241	0.631531532	0.126725	chr3	52260052	52260053	NA	NA	8	0	8	0	8	0	7	0	NA	NA	12	0	NA	NA
chr3	52259940	52260241	0.631531532	0.126725	chr3	52260053	52260054	NA	NA	15	0	12	0	9	0	8	0	NA	NA	NA	NA	NA	NA
chr3	52259940	52260241	0.631531532	0.126725	chr3	52260056	52260057	NA	NA	7	0	8	0	7	0	7	0	NA	NA	11	0	NA	NA
chr3	52259940	52260241	0.631531532	0.126725	chr3	52260057	52260058	NA	NA	13	1	11	0	10	0	8	0	NA	NA	NA	NA	NA	NA
chr3	52259940	52260241	0.631531532	0.126725	chr3	52260058	52260059	NA	NA	7	0	7	0	7	0	7	0	NA	NA	11	0	NA	NA
chr3	52259940	52260241	0.631531532	0.126725	chr3	52260059	52260060	NA	NA	11	3	11	0	9	0	7	1	5	1	NA	NA	NA	NA
chr3	52259940	52260241	0.631531532	0.126725	chr3	52260068	52260069	NA	NA	6	0	7	0	NA	NA	8	1	NA	NA	10	0	NA	NA
chr3	52259940	52260241	0.631531532	0.126725	chr3	52260069	52260070	NA	NA	14	0	9	0	9	0	NA	NA	6	0	NA	NA	NA	NA
chr3	52259940	52260241	0.631531532	0.126725	chr3	52260096	52260097	NA	NA	8	0	6	0	7	1	8	0	NA	NA	12	0	NA	NA
chr3	52259940	52260241	0.631531532	0.126725	chr3	52260097	52260098	NA	NA	11	0	7	0	6	1	NA	NA	NA	NA	NA	NA	NA	NA
chr3	52259940	52260241	0.631531532	0.126725	chr3	52260189	52260190	NA	NA	9	0	10	0	13	0	8	0	9	0	11	1	NA	NA
chr3	52259940	52260241	0.631531532	0.126725	chr3	52260190	52260191	NA	NA	7	0	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA
chr3	52259940	52260241	0.631531532	0.126725	chr3	52260197	52260198	NA	NA	10	0	11	0	12	0	8	0	10	0	11	0	NA	NA
chr3	52259940	52260241	0.631531532	0.126725	chr3	52260198	52260199	NA	NA	6	0	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA
chr3	52259940	52260241	0.631531532	0.126725	chr3	52260203	52260204	NA	NA	10	0	10	1	10	1	8	0	8	1	11	1	NA	NA
chr3	52259940	52260241	0.631531532	0.126725	chr3	52260204	52260205	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr19	2431021	2431322	0.701135135	0.1963375	chr19	2431111	2431112	NA	NA	NA	NA	2	4	2	10	NA	NA	NA	NA	1	7	NA	NA
chr19	2431021	2431322	0.701135135	0.1963375	chr19	2431112	2431113	NA	NA	6	1	6	2	3	4	NA	NA	7	0	NA	NA	NA	NA
chr19	2431021	2431322	0.701135135	0.1963375	chr19	2431164	2431165	NA	NA	NA	NA	NA	NA	7	6	NA	NA	NA	NA	2	5	NA	NA
chr19	2431021	2431322	0.701135135	0.1963375	chr19	2431165	2431166	NA	NA	NA	NA	6	0	5	3	NA	NA	9	0	NA	NA	6	0
chr19	2431021	2431322	0.701135135	0.1963375	chr19	2431167	2431168	NA	NA	NA	NA	NA	NA	5	8	NA	NA	NA	NA	NA	NA	NA	NA
chr19	2431021	2431322	0.701135135	0.1963375	chr19	2431168	2431169	NA	NA	NA	NA	6	0	4	4	NA	NA	6	4	NA	NA	4	2
chr19	2431021	2431322	0.701135135	0.1963375	chr19	2431171	2431172	NA	NA	NA	NA	NA	NA	3	10	NA	NA	NA	NA	NA	NA	NA	NA
chr19	2431021	2431322	0.701135135	0.1963375	chr19	2431172	2431173	NA	NA	NA	NA	3	3	1	8	NA	NA	2	8	NA	NA	NA	NA
chr19	2431021	2431322	0.701135135	0.1963375	chr19	2431173	2431174	NA	NA	NA	NA	NA	NA	0	13	NA	NA	NA	NA	NA	NA	NA	NA
chr19	2431021	2431322	0.701135135	0.1963375	chr19	2431174	2431175	NA	NA	NA	NA	5	1	2	7	NA	NA	7	3	NA	NA	NA	NA
chr19	2431021	2431322	0.701135135	0.1963375	chr19	2431243	2431244	NA	NA	NA	NA	2	5	2	4	NA	NA	7	0	NA	NA	NA	NA
chr19	2431021	2431322	0.701135135	0.1963375	chr19	2431244	2431245	NA	NA	4	2	NA	NA	1	6	NA	NA	NA	NA	NA	NA	NA	NA
chr19	2431021	2431322	0.701135135	0.1963375	chr19	2431256	2431257	NA	NA	NA	NA	4	4	2	4	NA	NA	4	4	NA	NA	NA	NA
chr19	2431021	2431322	0.701135135	0.1963375	chr19	2431257	2431258	NA	NA	NA	NA	NA	NA	3	3	NA	NA	NA	NA	NA	NA	NA	NA
chr8	134066440	134066741	0.720822523	0.216025	chr8	134066522	134066523	2	4	9	1	10	1	8	0	NA	NA	6	2	9	0	NA	NA
chr8	134066440	134066741	0.720822523	0.216025	chr8	134066523	134066524	5	7	10	1	14	0	6	1	9	11	9	1	9	2	7	0
chr8	134066440	134066741	0.720822523	0.216025	chr8	134066697	134066698	NA	NA	8	0	14	0	NA	NA	NA	NA	NA	NA	6	0	NA	NA
chr8	134066440	134066741	0.720822523	0.216025	chr8	134066698	134066699	8	6	18	10	22	12	23	7	22	6	18	6	17	10	9	3
chr8	134066440	134066741	0.720822523	0.216025	chr8	134066710	134066711	NA	NA	7	2	12	2	NA	NA	NA	NA	NA	NA	10	0	NA	NA
chr8	134066440	134066741	0.720822523	0.216025	chr8	134066711	134066712	5	8	15	13	20	12	19	11	16	12	14	12	13	14	9	3
chr20	55965095	55965396	0.56015045	0.0553625	chr20	55965229	55965230	NA	NA	6	0	NA	NA	NA	NA	NA	NA	7	0	NA	NA	NA	NA
chr20	55965095	55965396	0.56015045	0.0553625	chr20	55965230	55965231	NA	NA	15	2	17	1	13	1	7	0	16	1	15	2	7	1
chr20	55965095	55965396	0.56015045	0.0553625	chr20	55965256	55965257	NA	NA	NA	NA	6	0	NA	NA	NA	NA	8	0	5	1	NA	NA
chr20	55965095	55965396	0.56015045	0.0553625	chr20	55965257	55965258	NA	NA	18	1	20	0	13	1	5	2	18	1	16	3	10	0
chr17	46029431	46029732	0.646079279	0.141375	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr17	74488705	74489006	0.62605045	0.12135	chr17	74488869	74488870	NA	NA	NA	NA	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA
chr17	74488705	74489006	0.62605045	0.12135	chr17	74488993	74488994	NA	NA	NA	NA	NA	NA	0	11	NA	NA	5	1	0	7	NA	NA
chr17	74488705	74489006	0.62605045	0.12135	chr17	74488994	74488995	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	6	NA	NA	NA	NA
chr17	19976738	19977039	0.560027928	0.0553375	chr17	19976745	19976746	NA	NA	NA	NA	NA	NA	3	3	NA	NA	NA	NA	NA	NA	NA	NA
chr17	19976738	19977039	0.560027928	0.0553375	chr17	19976746	19976747	NA	NA	4	3	6	1	5	6	7	1	NA	NA	NA	NA	6	0
chr17	19976738	19977039	0.560027928	0.0553375	chr17	19976764	19976765	NA	NA	NA	NA	NA	NA	1	7	NA	NA	3	3	NA	NA	NA	NA
chr17	19976738	19977039	0.560027928	0.0553375	chr17	19976765	19976766	NA	NA	7	2	5	1	2	4	5	3	6	2	NA	NA	6	0
chr17	19976738	19977039	0.560027928	0.0553375	chr17	19976796	19976797	NA	NA	NA	NA	2	5	0	10	NA	NA	1	10	0	6	NA	NA
chr17	19976738	19977039	0.560027928	0.0553375	chr17	19976797	19976798	NA	NA	4	6	0	6	0	6	NA	NA	4	4	NA	NA	NA	NA
chr17	19976738	19977039	0.560027928	0.0553375	chr17	19976806	19976807	NA	NA	NA	NA	1	6	1	11	NA	NA	2	9	0	6	NA	NA
chr17	19976738	19977039	0.560027928	0.0553375	chr17	19976807	19976808	NA	NA	3	7	1	5	0	6	NA	NA	4	2	NA	NA	NA	NA
chr17	19976738	19977039	0.560027928	0.0553375	chr17	19976808	19976809	NA	NA	0	6	2	6	1	11	NA	NA	2	9	0	6	NA	NA
chr17	19976738	19977039	0.560027928	0.0553375	chr17	19976809	19976810	NA	NA	3	7	1	5	0	6	NA	NA	4	3	NA	NA	NA	NA
chr17	19976738	19977039	0.560027928	0.0553375	chr17	19976812	19976813	0	6	2	5	1	7	1	11	NA	NA	1	10	0	6	NA	NA
chr17	19976738	19977039	0.560027928	0.0553375	chr17	19976813	19976814	NA	NA	3	7	1	5	0	6	NA	NA	5	3	NA	NA	NA	NA
chr17	19976738	19977039	0.560027928	0.0553375	chr17	19976898	19976899	NA	NA	1	10	0	14	1	8	NA	NA	0	11	1	10	0	7
chr17	19976738	19977039	0.560027928	0.0553375	chr17	19976899	19976900	0	6	NA	NA	NA	NA	0	9	0	10	5	8	NA	NA	NA	NA
chr17	19976738	19977039	0.560027928	0.0553375	chr17	19976928	19976929	0	8	0	10	0	20	0	9	1	6	2	9	1	11	0	8
chr17	19976738	19977039	0.560027928	0.0553375	chr17	19976929	19976930	NA	NA	0	7	1	6	0	11	1	11	0	11	NA	NA	0	6
chr17	19976738	19977039	0.560027928	0.0553375	chr17	19976960	19976961	1	5	1	6	1	16	0	6	2	10	0	9	2	12	2	4
chr17	19976738	19977039	0.560027928	0.0553375	chr17	19976961	19976962	NA	NA	NA	NA	NA	NA	2	9	2	9	0	11	0	7	NA	NA
chr17	19976738	19977039	0.560027928	0.0553375	chr17	19977010	19977011	0	6	0	8	0	15	0	6	0	15	1	5	0	14	1	6
chr17	19976738	19977039	0.560027928	0.0553375	chr17	19977011	19977012	NA	NA	NA	NA	NA	NA	NA	NA	0	10	0	11	0	9	NA	NA
chr16	67428174	67428475	0.651472973	0.1467875	chr16	67428175	67428176	NA	NA	2	5	NA	NA	2	10	NA	NA	1	5	NA	NA	NA	NA
chr16	67428174	67428475	0.651472973	0.1467875	chr16	67428176	67428177	NA	NA	NA	NA	NA	NA	0	7	NA	NA	NA	NA	NA	NA	NA	NA
chr16	67428174	67428475	0.651472973	0.1467875	chr16	67428250	67428251	NA	NA	NA	NA	NA	NA	0	11	NA	NA	0	8	NA	NA	NA	NA
chr16	67428174	67428475	0.651472973	0.1467875	chr16	67428251	67428252	NA	NA	1	5	NA	NA	1	5	NA	NA	NA	NA	NA	NA	NA	NA
chr16	67428174	67428475	0.651472973	0.1467875	chr16	67428284	67428285	NA	NA	NA	NA	NA	NA	1	9	NA	NA	NA	NA	NA	NA	NA	NA
chr16	67428174	67428475	0.651472973	0.1467875	chr16	67428335	67428336	NA	NA	NA	NA	NA	NA	0	6	NA	NA	NA	NA	NA	NA	NA	NA
chr16	67428174	67428475	0.651472973	0.1467875	chr16	67428354	67428355	NA	NA	NA	NA	NA	NA	0	7	NA	NA	NA	NA	NA	NA	NA	NA
chr16	67428174	67428475	0.651472973	0.1467875	chr16	67428355	67428356	NA	NA	NA	NA	1	5	1	6	NA	NA	NA	NA	NA	NA	NA	NA
chr16	67428174	67428475	0.651472973	0.1467875	chr16	67428390	67428391	NA	NA	NA	NA	NA	NA	0	6	NA	NA	NA	NA	NA	NA	NA	NA
chr16	67428174	67428475	0.651472973	0.1467875	chr16	67428428	67428429	NA	NA	0	9	0	6	0	6	NA	NA	NA	NA	NA	NA	NA	NA
chr1	215130804	215131105	0.668369369	0.1636875	chr1	215130828	215130829	6	1	12	2	13	1	14	5	22	4	23	5	22	3	6	1
chr1	215130804	215131105	0.668369369	0.1636875	chr1	215130829	215130830	NA	NA	8	2	7	1	9	0	9	0	10	0	15	2	NA	NA
chr1	215130804	215131105	0.668369369	0.1636875	chr1	215130883	215130884	6	0	11	1	8	0	10	1	20	2	21	0	16	2	NA	NA
chr1	215130804	215131105	0.668369369	0.1636875	chr1	215130884	215130885	8	0	12	0	NA	NA	8	1	7	0	9	1	15	2	NA	NA
chr1	215130804	215131105	0.668369369	0.1636875	chr1	215130891	215130892	5	1	11	1	9	0	11	0	20	1	20	0	14	2	6	0
chr1	215130804	215131105	0.668369369	0.1636875	chr1	215130892	215130893	6	2	11	0	NA	NA	7	1	8	0	8	0	15	2	NA	NA
chr1	215130804	215131105	0.668369369	0.1636875	chr1	215130908	215130909	6	0	7	2	6	1	11	1	14	0	11	0	11	1	5	1
chr1	215130804	215131105	0.668369369	0.1636875	chr1	215130909	215130910	7	0	9	0	NA	NA	8	0	8	0	8	0	15	1	NA	NA
chr1	215130804	215131105	0.668369369	0.1636875	chr1	215130929	215130930	3	3	7	0	NA	NA	10	0	8	1	7	0	7	1	NA	NA
chr1	215130804	215131105	0.668369369	0.1636875	chr1	215130930	215130931	NA	NA	6	1	NA	NA	5	1	NA	NA	6	0	12	0	NA	NA
chr1	215130804	215131105	0.668369369	0.1636875	chr1	215130946	215130947	NA	NA	NA	NA	NA	NA	6	2	6	0	6	0	8	0	NA	NA
chr1	215130804	215131105	0.668369369	0.1636875	chr1	215130947	215130948	NA	NA	7	0	NA	NA	NA	NA	NA	NA	NA	NA	8	0	NA	NA
chr1	215130804	215131105	0.668369369	0.1636875	chr1	215130961	215130962	NA	NA	NA	NA	NA	NA	4	2	NA	NA	NA	NA	6	0	NA	NA
chr1	215130804	215131105	0.668369369	0.1636875	chr1	215131051	215131052	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	215130804	215131105	0.668369369	0.1636875	chr1	215131062	215131063	NA	NA	2	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	215130804	215131105	0.668369369	0.1636875	chr1	215131082	215131083	NA	NA	7	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	215130804	215131105	0.668369369	0.1636875	chr1	215131103	215131104	NA	NA	9	0	NA	NA	NA	NA	NA	NA	NA	NA	9	0	NA	NA
chr3	94093195	94093496	0.6077	0.1030375	chr3	94093398	94093399	8	2	13	2	13	1	19	2	10	1	7	1	7	3	4	2
chr3	94093195	94093496	0.6077	0.1030375	chr3	94093399	94093400	NA	NA	12	1	13	0	NA	NA	NA	NA	NA	NA	4	3	7	1
chr1	87616992	87617293	0.608461261	0.1038375	chr1	87617076	87617077	11	0	7	0	9	1	NA	NA	9	1	12	2	13	0	NA	NA
chr1	87616992	87617293	0.608461261	0.1038375	chr1	87617077	87617078	5	1	9	0	9	0	NA	NA	NA	NA	9	0	10	2	5	2
chr1	87616992	87617293	0.608461261	0.1038375	chr1	87617081	87617082	6	5	7	0	7	3	NA	NA	9	1	14	0	12	2	6	0
chr1	87616992	87617293	0.608461261	0.1038375	chr1	87617082	87617083	NA	NA	7	1	9	0	NA	NA	NA	NA	8	1	10	3	7	0
chr1	87616992	87617293	0.608461261	0.1038375	chr1	87617201	87617202	4	2	6	0	6	1	7	2	11	0	6	0	5	2	NA	NA
chr1	87616992	87617293	0.608461261	0.1038375	chr1	87617202	87617203	NA	NA	NA	NA	5	1	NA	NA	NA	NA	NA	NA	5	1	NA	NA
chr1	87616992	87617293	0.608461261	0.1038375	chr1	87617235	87617236	NA	NA	5	1	11	1	11	0	15	0	6	0	5	2	NA	NA
chr1	87616992	87617293	0.608461261	0.1038375	chr1	87617236	87617237	NA	NA	NA	NA	NA	NA	5	1	NA	NA	NA	NA	NA	NA	NA	NA
chr1	87616992	87617293	0.608461261	0.1038375	chr1	87617246	87617247	NA	NA	NA	NA	12	0	11	0	15	0	6	0	6	1	NA	NA
chr1	87616992	87617293	0.608461261	0.1038375	chr1	87617247	87617248	NA	NA	NA	NA	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA
chr1	87616992	87617293	0.608461261	0.1038375	chr1	87617249	87617250	NA	NA	NA	NA	9	1	10	1	14	1	7	0	4	3	NA	NA
chr1	87616992	87617293	0.608461261	0.1038375	chr1	87617250	87617251	NA	NA	NA	NA	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA
chr1	87616992	87617293	0.608461261	0.1038375	chr1	87617252	87617253	NA	NA	NA	NA	10	1	10	0	15	0	8	0	6	1	NA	NA
chr1	87616992	87617293	0.608461261	0.1038375	chr1	87617253	87617254	NA	NA	NA	NA	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA
chr1	87616992	87617293	0.608461261	0.1038375	chr1	87617274	87617275	NA	NA	NA	NA	10	1	7	1	13	1	8	0	NA	NA	NA	NA
chr1	87616992	87617293	0.608461261	0.1038375	chr1	87617275	87617276	NA	NA	NA	NA	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA
chr19	54876296	54876597	0.556315315	0.0517625	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
